"x";"y"
"333";7.201345;51.5714327
"334";7.1816831;51.5873342
"335";7.1838164;51.6000081
"336";7.1800675;51.6095145
"337";7.1838196;51.6096493
"338";7.1847324;51.6097443
"339";7.1734127;51.6086857
"340";7.6192808;51.9616663
"341";7.6178769;51.9634681
"342";7.2794394;51.8303515
"343";7.6191752;51.9562864
"344";7.6383355;51.9584649
"345";7.6342392;51.9656276
"346";6.932491;51.9834762
"347";6.8715062;51.9497164
"348";7.186908;52.2028235
"349";7.2076153;52.2068714
"350";7.217016;52.2038068
"351";7.6099678;51.9742736
"352";7.6064481;51.9735564
"353";7.1667906;51.9499269
"354";7.1635696;51.943023
"355";7.6122941;51.9742525
"356";7.6235774;51.9747607
"357";7.6186804;51.9746219
"358";7.6134609;51.974392
"359";7.6124312;51.9743512
"360";7.6122837;51.9743463
"361";7.6125227;51.9712656
"362";7.6124578;51.9694776
"363";7.6328512;51.97312
"364";7.6290191;51.9739727
"365";7.6363548;51.9725361
"366";7.6362294;51.9725605
"367";7.6408434;51.9712392
"368";7.6456463;51.9676934
"369";7.6220317;51.9478234
"370";7.6449699;51.9545473
"371";7.6378586;51.9574171
"372";7.0146375;51.9497693
"373";7.6753679;51.9494331
"374";7.670093;51.9512582
"375";7.6617709;51.953402
"376";7.6233691;51.9453677
"377";7.6335098;51.9562059
"378";7.208592;51.7798989
"379";7.651794;51.9548657
"380";7.5530348;51.9526095
"381";7.5874285;51.9625265
"382";7.6216615;51.9496554
"383";7.5924016;51.9303147
"384";6.9379516;52.1453569
"385";7.8335085;52.0301859
"386";7.2955356;51.9778836
"387";7.5956154;52.0927102
"388";7.2952014;51.9791146
"389";7.1740092;51.9476406
"390";7.1734859;51.9404704
"391";7.1679131;51.9402251
"392";7.1641191;51.9415068
"393";7.1414471;51.5913081
"394";7.5920871;51.9396086
"395";8.1263467;51.9281176
"396";8.113979;51.9304843
"397";7.3933616;51.6184453
"398";7.4877627;51.9123058
"399";7.7127079;51.9380768
"400";7.7540273;51.9295861
"401";7.6498784;51.9411595
"402";7.6531868;51.9387214
"403";7.6566302;51.9364362
"404";7.6567606;51.9365091
"405";7.6532897;51.9387833
"406";7.6500241;51.941235
"407";7.6475881;51.9432843
"408";7.6352967;51.9390833
"409";7.638135;51.9499698
"410";7.6401174;51.94882
"411";7.6415536;51.9481246
"412";7.6457436;51.9451913
"413";8.0274664;51.8331835
"414";7.9910959;52.3067511
"415";7.2886563;51.840969
"416";7.9852903;52.2962858
"417";7.9417131;52.3033475
"418";7.9470341;52.3035117
"419";7.1751766;51.9164786
"420";7.5820419;51.960568
"421";7.0474258;51.8318408
"422";7.6085343;52.1128255
"423";7.6238313;51.9418885
"424";7.6169727;51.9498299
"425";7.746386;51.9818475
"426";7.6665559;51.9518529
"427";7.5396869;51.9883815
"428";7.4123653;51.9787846
"429";7.315174;51.612261
"430";7.2008878;51.615864
"431";7.1991958;51.6069599
"432";7.2017148;51.6030638
"433";7.2123749;51.5724756
"434";7.2133676;51.5779968
"435";7.1786656;51.6114123
"436";7.1817934;51.7438248
"437";7.1864161;51.7275223
"438";7.0008351;51.6329851
"439";7.0594011;51.6526097
"440";7.3182577;51.8365014
"441";7.2984766;51.8457254
"442";7.14948;51.9467226
"443";6.6985673;51.8500897
"444";7.1261248;51.4880749
"445";7.0835318;51.5288055
"446";6.6116583;51.8351697
"447";6.6157353;51.8348317
"448";6.6092837;51.8369404
"449";6.6092274;51.8391185
"450";7.6230197;51.944925
"451";7.6121071;51.9439412
"452";7.6098603;51.9406272
"453";7.6241122;51.940879
"454";7.602813;51.9552911
"455";7.5172412;52.1721951
"456";7.5289636;52.1775843
"457";7.0157986;52.0748775
"458";6.8918748;51.613318
"459";7.4193551;51.9744118
"460";7.3319791;51.649832
"461";7.3906909;52.1216715
"462";7.4845543;52.0838979
"463";7.6319865;51.9628584
"464";7.1906566;51.7428909
"465";7.4601445;52.2932629
"466";7.4805889;52.2978319
"467";7.5635548;52.1444604
"468";6.9478359;51.5581648
"469";6.9842662;51.572215
"470";6.977009;51.5730879
"471";6.8111143;52.0259953
"472";6.9801739;51.4999703
"473";7.5978521;51.9785688
"474";7.6064694;51.9734689
"475";7.6063854;51.9735185
"476";7.5804106;51.9879754
"477";7.6025803;51.9689059
"478";7.5662021;51.9728877
"479";7.5882296;51.9841904
"480";7.6009896;51.9767335
"481";7.6026397;51.9690257
"482";7.6264232;51.9653038
"483";7.6643292;51.9903144
"484";7.6362855;51.96189
"485";7.3386773;51.6543018
"486";7.3186642;51.5476615
"487";7.315978;51.544926
"488";7.639806;51.9753321
"489";7.6474487;51.9626197
"490";7.6015386;51.9764862
"491";7.162731;51.9445306
"492";7.3254044;51.6504453
"493";6.8180737;52.0330407
"494";7.1678023;51.9408973
"495";6.9356057;51.5036883
"496";7.6372917;51.9556364
"497";7.1695487;51.9485972
"498";7.2768878;51.6395336
"499";7.0090443;52.0678661
"500";7.6540334;51.9624924
"501";6.9577977;51.5825309
"502";7.6579576;51.9672738
"503";6.6152787;51.8282908
"504";6.9357894;51.5037533
"505";6.8651815;51.8555125
"506";6.8598665;51.848821
"507";6.9888533;52.0783816
"508";7.2929454;51.5577981
"509";6.8951441;51.8477583
"510";6.8696788;51.840435
"511";8.1728884;51.7335641
"512";6.961898;51.6754865
"513";6.9633251;51.6706601
"514";6.9672374;51.6693604
"515";7.6184961;51.9596266
"516";7.6032802;51.9529744
"517";7.0761168;51.6735054
"518";7.0580841;51.5638931
"519";6.8501101;51.8389702
"520";6.8548708;51.8491528
"521";7.4357724;51.7629281
"522";7.3942878;51.7628279
"523";7.647379;51.959002
"524";7.6526051;51.9548306
"525";7.0286792;52.2113899
"526";7.1703404;51.6064865
"527";7.1670038;51.6046894
"528";7.1367113;51.5952158
"529";7.1272161;51.5942403
"530";7.647455;51.9599139
"531";7.3063101;51.5502007
"532";8.1181845;51.9299821
"533";8.0518224;51.981643
"534";8.0593239;51.9432436
"535";7.7185113;52.3605023
"536";7.3203449;51.5930575
"537";8.1216996;51.9294927
"538";8.1024295;51.9340226
"539";7.4972334;52.2282575
"540";7.2230429;51.6192508
"541";7.9869252;51.9599706
"542";7.9802504;51.9533727
"543";7.9808518;51.9540679
"544";7.9818814;51.9554256
"545";7.7986342;51.9895116
"546";7.9711234;51.954768
"547";7.9879221;51.9497628
"548";7.9692946;51.922214
"549";7.9678959;51.922306
"550";7.9660977;51.9200465
"551";7.9804834;51.9427628
"552";7.9838698;51.9427538
"553";8.0826987;51.9383589
"554";8.0345155;51.9466546
"555";7.9949187;51.9493414
"556";8.0060223;51.9495389
"557";6.9842001;51.8940854
"558";6.9203533;51.5210518
"559";8.0257478;51.8064814
"560";8.0161058;51.8393646
"561";6.6839805;51.8366405
"562";7.4513789;51.7714293
"563";7.2661077;51.8394165
"564";7.3280234;51.8273638
"565";6.919178;51.522245
"566";6.9103603;51.5176533
"567";6.9119913;51.5188929
"568";7.6123237;51.9766178
"569";7.6121023;51.9766138
"570";6.9252752;51.5190726
"571";6.9270194;51.5189271
"572";7.9412425;52.3138144
"573";7.7097037;52.2734106
"574";6.9176133;51.5236188
"575";7.4840524;51.9117491
"576";6.9343676;51.5128115
"577";6.9315324;51.5114167
"578";6.9191827;51.542444
"579";6.9358325;51.525864
"580";6.9415404;51.5320152
"581";6.9432198;51.5339619
"582";6.9332819;51.5400011
"583";6.961915;51.546279
"584";6.9371403;51.5472437
"585";7.1681795;51.7375783
"586";7.1698294;51.7380412
"587";7.1823615;51.745009
"588";6.9167009;51.5446843
"589";6.9226679;51.6005778
"590";6.9843854;51.5565358
"591";6.9849616;51.5361122
"592";7.5976528;51.9786858
"593";7.6369207;51.9509388
"594";7.9840383;51.9513852
"595";7.4445388;52.2785745
"596";7.4470116;52.2953972
"597";7.4421161;52.2870242
"598";7.4444073;52.2786402
"599";7.6245352;51.9394511
"600";7.0943381;51.652871
"601";6.9365278;51.5028001
"602";7.1733918;51.9208293
"603";7.1715139;51.928142
"604";7.1711932;51.9300791
"605";7.1705472;51.9321984
"606";7.6416076;51.9532199
"607";7.6168799;51.9499918
"608";7.072365;51.5365733
"609";7.0814908;51.5466061
"610";7.1048586;51.5511875
"611";7.2433883;51.6054994
"612";7.6013189;51.9650341
"613";7.6013446;51.9651889
"614";7.2483212;51.5982243
"615";7.207588;51.5934282
"616";7.1938821;51.6131071
"617";7.2605109;51.6089881
"618";7.2040252;51.6094059
"619";7.20843;51.6106659
"620";7.2034394;51.6092596
"621";7.2821843;51.8274977
"622";7.0247893;51.5807577
"623";7.0129969;51.5798546
"624";7.0249814;51.5806445
"625";7.3124724;51.5989608
"626";7.3133029;51.6001152
"627";7.0993122;51.6785651
"628";7.0908682;51.6757844
"629";7.1021566;51.6723708
"630";7.1016689;51.6594133
"631";7.4894103;51.8577726
"632";7.1864147;51.7415913
"633";7.1004169;51.6765473
"634";7.0967472;51.5142964
"635";7.087511;51.511219
"636";7.087788;51.5111346
"637";7.0893349;51.5124078
"638";7.1015883;51.6740621
"639";7.0249366;51.5367024
"640";7.0628608;51.5242564
"641";7.0573867;51.5241365
"642";7.0520303;51.5235801
"643";7.0346641;51.5305034
"644";7.0870941;51.6499348
"645";7.1031639;51.6555042
"646";7.110488;51.6600531
"647";7.2399775;51.6451968
"648";7.0671127;51.5418418
"649";7.0715816;51.5421329
"650";7.0713279;51.5420196
"651";7.089524;51.6063015
"652";7.1018226;51.6452374
"653";7.4536952;52.2839922
"654";7.4499059;52.292607
"655";7.4510455;52.2895897
"656";7.3252584;51.5211612
"657";7.3153428;51.6107398
"658";7.0803904;51.6118658
"659";7.0920352;51.6006785
"660";7.1186081;51.6122188
"661";7.5695861;51.9713457
"662";7.0708356;51.5230169
"663";7.0963124;51.5357558
"664";7.5728949;51.9576835
"665";7.1818523;51.5873751
"666";7.1834261;51.9384326
"667";7.4927306;51.8675556
"668";7.21358;51.5929982
"669";7.1045197;51.5497952
"670";7.6017135;51.9653653
"671";7.1192336;51.9350696
"672";7.5985462;51.9650016
"673";7.6015455;51.9653295
"674";7.2071066;51.6256852
"675";7.0137841;51.6565754
"676";7.1999699;51.5791984
"677";7.2178932;51.5783648
"678";7.123944;51.6078011
"679";7.6365127;51.9736751
"680";7.0250342;51.5885976
"681";7.0256099;51.5884184
"682";7.4432181;52.2837293
"683";7.4433719;52.2837763
"684";7.7694251;51.9815869
"685";7.7739659;51.9818832
"686";7.0458639;51.5576475
"687";7.6358973;51.9769875
"688";7.6398263;51.9753531
"689";7.1175412;51.6130383
"690";7.1407218;51.5972639
"691";7.0116997;51.7135471
"692";7.0343516;51.530438
"693";7.328619;51.6419177
"694";7.0306712;51.533073
"695";7.1069694;51.5435329
"696";7.0709252;51.5361909
"697";7.0579709;51.5280954
"698";7.0630118;51.5240654
"699";7.3553145;51.5285123
"700";7.0713675;51.5230304
"701";7.2343813;51.5947417
"702";7.2107113;51.5878462
"703";7.1107986;51.5171416
"704";7.2325266;51.5730877
"705";7.0837104;51.5288879
"706";7.5162669;52.1970746
"707";7.1772807;51.6094335
"708";7.1105757;51.5135754
"709";7.0826237;51.483981
"710";7.0766138;51.5081074
"711";7.0764669;51.5080716
"712";7.0765858;51.5079419
"713";7.0852776;51.5092392
"714";7.0851698;51.50941
"715";7.0802061;51.5084664
"716";7.0802006;51.5085466
"717";7.1925162;51.6246286
"718";6.9890819;51.8945017
"719";6.6156634;51.8414125
"720";6.6008457;51.846752
"721";7.0985163;51.5128447
"722";7.0987477;51.5129185
"723";7.3228288;51.5275385
"724";7.0903906;51.5204143
"725";7.0906321;51.5204825
"726";7.17712;51.7415964
"727";7.6329326;51.9136159
"728";7.6356992;51.9054472
"729";7.9120598;51.7077433
"730";7.1755644;51.7408368
"731";7.9468221;51.8044934
"732";7.6267813;51.9319339
"733";7.9442787;51.8076561
"734";7.5949064;51.9316992
"735";7.6350733;51.9604165
"736";7.5729329;51.9249635
"737";7.5895974;51.9287697
"738";7.9866576;51.946584
"739";7.6420641;51.9038513
"740";7.6381475;51.9024817
"741";7.1972152;52.2038578
"742";7.1808599;51.6626868
"743";7.4317858;51.7673257
"744";7.0876357;51.6081194
"745";7.4127018;51.6630547
"746";7.1005717;51.6501829
"747";7.0983475;51.651001
"748";7.6854129;51.8055958
"749";7.6051262;51.9269707
"750";7.1312387;51.5709801
"751";7.1356245;51.5746035
"752";7.1108464;51.517075
"753";7.7274422;51.9158757
"754";7.7223862;51.9119107
"755";7.6328795;51.9089186
"756";7.0852714;51.6057869
"757";7.1853905;51.7420396
"758";7.2037563;51.6259924
"759";7.1881329;51.6450057
"760";7.0264148;51.5341486
"761";7.0263852;51.534316
"762";7.0263955;51.5344896
"763";6.9886666;51.5820803
"764";7.4123168;51.6626146
"765";7.6936423;51.9735207
"766";7.7858852;51.9808912
"767";7.6903564;51.9456627
"768";7.1839277;51.7429902
"769";7.623017;51.8979322
"770";7.6247637;51.9061887
"771";7.1907219;51.7464597
"772";7.6396041;51.9750827
"773";7.1647052;52.2519456
"774";6.9657706;51.6499325
"775";6.9592007;51.6511242
"776";6.608004;51.840861
"777";6.5973881;51.8369968
"778";6.5754214;51.8341891
"779";6.6157056;51.8424697
"780";6.5977669;51.8397292
"781";6.6034801;51.8446739
"782";7.3555406;52.2303747
"783";7.9106095;51.7645912
"784";6.9268115;51.5271352
"785";6.9403287;51.5511884
"786";7.4335827;52.2820772
"787";7.4323038;52.2795304
"788";7.2253477;51.7856859
"789";7.4884989;51.8470552
"790";7.2715973;52.02703
"791";7.4645489;52.2858992
"792";7.5872217;52.3002179
"793";7.7922413;51.9856291
"794";7.6546244;51.9316882
"795";7.65474;51.9316168
"796";7.6455597;51.9451273
"797";7.6471236;51.9438835
"798";7.6458698;51.945237
"799";6.8795339;51.4996031
"800";6.8933946;51.5442172
"801";6.8715187;51.5678939
"802";6.4221835;51.849231
"803";7.6627292;51.932366
"804";7.6628759;51.9324464
"805";7.5792345;51.9252823
"806";7.3799139;51.7089309
"807";6.9042197;51.6572314
"808";6.9427076;51.5532174
"809";7.5706947;51.9568832
"810";7.5705477;51.9568271
"811";7.6626433;51.9323206
"812";7.5273552;52.1759337
"813";6.9799737;51.6520831
"814";6.9752235;51.6570178
"815";6.9828573;51.5541907
"816";6.9827662;51.554327
"817";6.9827057;51.5542231
"818";7.929906;52.3066428
"819";6.9781718;51.5837099
"820";6.961987;51.6612105
"821";7.9134961;51.7588194
"822";7.0166027;51.6819239
"823";7.63897;51.9072014
"824";7.8581551;52.1709359
"825";7.918418;51.7640937
"826";7.2724117;51.6395815
"827";6.9352024;51.5090988
"828";6.9345592;51.5127586
"829";6.9306329;51.5226029
"830";6.9302886;51.5235369
"831";6.9231266;51.5327212
"832";7.9115941;51.7622568
"833";8.0238723;51.8019625
"834";7.4282729;52.2758253
"835";8.0283053;51.8379497
"836";7.6023794;51.9595014
"837";7.6023447;51.961182
"838";7.6025401;51.9611925
"839";7.4676354;52.0813173
"840";7.8871068;51.7480116
"841";6.9352847;51.5075189
"842";6.9350765;51.5075144
"843";6.6134334;51.8411544
"844";7.3646102;52.0568921
"845";7.6027358;51.9567943
"846";7.6026463;51.9553005
"847";7.6062089;51.9494468
"848";7.6565543;51.9363946
"849";7.2082715;51.5691857
"850";7.7622986;51.9812598
"851";7.2123639;51.5724062
"852";6.9264951;51.5229498
"853";6.9278591;51.5230525
"854";6.9348243;51.5052729
"855";6.617528;51.8416723
"856";7.3412369;51.6573947
"857";6.5693642;51.8118732
"858";7.8949066;51.7630408
"859";7.8972016;51.7629413
"860";7.9044804;51.7610585
"861";7.5601902;51.9989773
"862";6.9321866;51.5181556
"863";7.149734;51.5490553
"864";7.1500697;51.5541792
"865";7.2801688;51.5487321
"866";6.8887599;51.5400315
"867";6.9270229;51.5188418
"868";6.9298113;51.5189883
"869";7.412387;51.6232644
"870";7.2743642;51.8364474
"871";7.2742789;51.8367577
"872";6.629239;51.8380607
"873";7.255013;51.6407346
"874";7.5483789;51.9939127
"875";7.3173911;51.5413327
"876";7.3153408;51.5449757
"877";7.311492;51.5537646
"878";7.3127591;51.5518629
"879";7.2191315;51.5736967
"880";7.2281871;51.5724536
"881";6.923347;51.5197997
"882";6.9209432;51.5204415
"883";6.9297958;51.5190702
"884";8.0239734;51.8294646
"885";7.5264848;52.1685018
"886";7.527573;52.1723091
"887";7.1438364;51.609097
"888";7.4419357;51.7681171
"889";6.9669907;51.6623187
"890";6.9679135;51.6619188
"891";6.967813;51.6618453
"892";7.5549595;51.9974873
"893";7.3410248;51.6573401
"894";7.3054427;51.5727422
"895";7.3152602;51.5496402
"896";7.3891272;52.1188963
"897";6.5936317;51.8531483
"898";6.5948053;51.8428377
"899";6.6087479;51.8401606
"900";6.6091034;51.8397668
"901";6.6134584;51.8410968
"902";6.6156579;51.8413591
"903";6.6175331;51.8416096
"904";6.6087754;51.8403303
"905";7.3108481;51.5932641
"906";7.6474702;51.9600454
"907";7.3095072;51.5478006
"908";6.6215118;51.8385863
"909";6.6207581;51.8406029
"910";6.6216069;51.8387366
"911";7.2087356;51.5724855
"912";6.684144;51.8412889
"913";7.2267238;51.7785629
"914";7.4188982;52.2902373
"915";7.241471;51.5701654
"916";7.5380983;52.173137
"917";7.4836181;52.0869864
"918";7.3168838;51.5458257
"919";7.3061087;51.5711378
"920";7.2923469;51.8279272
"921";7.6393799;51.9029692
"922";7.7126711;52.2793587
"923";7.1260795;51.4879381
"924";7.7862523;51.9816017
"925";7.3501214;51.6608653
"926";7.2811031;51.8326958
"927";7.276676;51.8322012
"928";7.9067185;51.7706635
"929";7.3046778;51.5500971
"930";7.2840257;51.8265287
"931";7.2933451;51.8378332
"932";7.2872816;51.839714
"933";7.2952805;51.8355385
"934";7.3086302;51.5484041
"935";6.4423072;51.8181354
"936";6.4441806;51.8197206
"937";6.5017456;51.8113046
"938";7.7878055;51.982923
"939";7.9683806;51.9175613
"940";7.3183525;52.2076997
"941";7.3910256;51.622912
"942";7.790083;52.2602158
"943";7.1920361;51.5707287
